Gender,State,City,Bank,Account_Type,Transaction_Type,Merchant_Category,Transaction_Device,Device_Type,Age,Transaction_Amount,Account_Balance,Is_Fraud
1,23,12,2,2,4,3,13,3,46,97389.54,14481.06,1
1,18,96,2,2,0,4,9,2,34,31929.96,94936.95,0
0,19,51,2,2,4,4,0,3,53,50357.16,83840.25,0
1,1,40,2,2,3,1,15,3,66,95269.34,18018.79,0
1,8,124,2,1,3,2,19,2,42,92137.7,18378.06,0
0,2,97,2,1,0,2,11,3,56,45806.23,76238.2,1
0,9,88,2,2,1,1,0,0,50,39609.37,63067.77,0
0,14,49,2,2,2,2,2,1,40,62221.1,13818.67,0
1,29,67,2,1,1,1,7,0,41,80982.52,45023.48,0
0,12,64,2,1,4,1,1,3,65,93837.01,42021.19,0
1,23,25,2,1,3,1,19,2,31,86353.94,37050.48,0
0,31,79,2,0,0,0,3,1,53,11487.81,69660.74,0
0,25,107,2,1,3,5,15,1,44,39933.4,90562.36,0
1,8,124,2,2,4,0,1,3,26,76560.59,98932.62,0
0,17,134,2,1,3,4,5,1,65,1211.32,27367.57,0
1,19,128,2,1,1,0,14,1,38,23913.7,76217.13,0
0,10,113,2,2,4,2,13,0,53,54187.9,50788.58,0
1,12,78,2,1,0,5,0,1,55,2353.15,24112.42,0
0,30,133,2,2,2,1,0,0,42,86355.96,41592.93,0
1,13,28,2,2,2,5,10,2,58,34210.82,58276.54,0
0,14,10,2,1,4,0,1,3,61,36939.07,83377.65,0
1,18,111,2,2,1,1,12,1,19,60629.34,21921.51,0
1,14,85,2,0,3,4,15,2,64,4626.85,43512.71,0
1,23,16,2,0,3,2,7,2,39,60410.84,64426.41,0
0,23,16,2,2,4,2,1,2,64,53150.66,12072.46,0
0,8,36,2,2,4,1,13,1,42,707.85,47531.28,0
1,2,97,2,0,0,4,11,3,60,61732.35,43605.39,0
0,0,19,2,1,4,0,13,1,42,23050.54,78389.06,0
1,19,128,2,1,3,0,5,0,57,29949.84,10365.36,1
0,1,129,2,1,2,1,14,0,57,32225.95,78849.09,0
0,15,70,2,2,0,3,8,0,34,11665.01,95196.91,0
1,0,19,2,0,4,3,0,2,56,26341.28,56344.33,0
1,20,62,2,1,2,4,4,2,47,56764.0,31758.76,0
0,30,133,2,1,4,4,0,3,35,87254.28,46698.94,0
0,33,73,2,1,1,1,19,0,35,16793.78,61640.28,0
1,10,14,2,1,0,3,18,3,50,49982.85,45270.82,0
0,30,29,2,0,2,4,15,1,36,90746.25,92595.81,0
0,28,131,2,2,0,3,11,1,61,11385.63,78878.92,0
0,21,81,2,1,1,3,13,0,60,60938.33,77822.29,1
1,32,45,2,1,0,4,12,1,31,55623.44,44229.03,0
1,9,137,2,0,4,5,13,0,60,3207.68,57499.66,0
1,25,7,2,2,1,4,4,2,38,29567.21,8810.93,0
1,10,2,2,0,2,2,13,2,53,45316.11,11547.72,0
0,17,54,2,2,1,1,15,1,42,64432.65,10111.16,0
1,0,31,2,0,2,3,3,2,49,87144.34,42526.39,0
1,8,36,2,0,1,5,3,2,21,77592.13,22695.93,0
0,6,34,2,0,2,4,2,3,51,76779.62,98047.82,0
1,27,99,2,2,1,2,2,3,68,32402.45,9237.15,0
1,22,32,2,1,2,2,12,3,70,36953.84,9426.19,0
1,13,46,2,1,0,3,17,0,38,40193.99,89659.79,0
0,16,68,2,0,4,4,0,3,25,84897.04,94706.33,0
0,10,2,2,0,3,0,8,1,61,31001.54,34024.38,0
0,32,45,2,1,1,2,4,1,65,57404.35,75390.8,0
0,16,68,2,1,4,4,0,3,36,31211.42,82337.15,1
1,24,66,2,1,2,1,11,3,21,64488.5,62655.54,0
0,2,126,2,1,3,4,5,2,47,48482.11,18256.35,0
1,22,71,2,1,4,0,1,2,51,49625.84,68503.05,0
1,26,75,2,0,3,1,12,2,29,81662.36,22878.43,1
1,7,123,2,1,0,5,5,1,69,26782.15,16712.08,1
1,4,93,2,0,2,4,4,1,68,26043.52,86178.4,0
1,7,33,2,1,1,2,7,0,20,57737.71,62168.56,0
0,12,120,2,2,4,5,0,3,57,2647.65,18394.34,0
1,9,137,2,2,1,4,0,2,28,8214.85,20181.38,0
1,12,64,2,1,1,4,7,1,30,5978.77,26844.14,0
1,18,100,2,2,3,5,15,3,46,9555.69,62193.32,0
1,7,26,2,2,1,3,14,1,40,54650.93,35420.39,0
0,20,119,2,0,3,4,18,1,62,41382.1,45016.24,0
1,4,93,2,2,1,5,12,2,29,4714.86,10031.51,0
1,28,24,2,0,1,1,14,2,32,81674.57,77939.92,0
1,7,26,2,0,3,2,11,2,36,1189.88,95880.84,0
0,20,104,2,0,2,5,2,1,34,50451.37,57123.81,0
0,3,121,2,2,1,1,3,2,53,30563.97,62669.68,0
0,33,73,2,0,3,1,16,0,22,74725.97,87660.76,0
0,20,104,2,0,4,0,0,3,65,63620.22,14576.44,0
0,25,21,2,0,2,2,8,1,36,22685.39,81717.86,0
0,15,127,2,0,1,5,5,0,37,85228.72,14552.25,0
1,22,90,2,1,1,5,14,3,46,18040.34,42080.8,1
1,19,23,2,0,0,3,5,1,62,16687.05,62651.74,0
0,0,109,2,1,4,2,13,2,19,45642.04,79524.67,0
1,3,30,2,0,3,5,9,3,34,80828.61,88312.6,0
1,3,61,2,0,0,0,11,0,47,23162.98,16962.64,0
0,15,127,2,0,3,1,15,2,44,24172.16,71151.11,0
1,26,56,2,2,1,0,0,0,40,3784.71,93234.68,0
0,21,72,2,0,2,0,14,3,38,90343.75,25820.0,0
1,2,126,2,2,3,0,18,2,44,81501.47,86590.18,0
1,20,119,2,1,4,2,0,0,41,63086.65,5086.06,0
0,26,59,2,1,0,2,17,1,48,32688.87,72274.45,0
1,24,143,2,2,3,0,18,3,41,72267.6,93579.76,0
0,13,28,2,2,4,4,13,3,28,88009.25,40676.04,0
1,33,35,2,2,3,1,15,3,28,75202.6,73921.12,0
1,16,68,2,0,2,5,0,2,42,44919.85,5385.35,0
0,15,77,2,1,0,3,10,0,56,73471.68,68003.6,0
0,30,0,2,0,3,5,3,1,32,36513.98,17224.63,0
1,24,66,2,2,4,5,0,3,55,96228.5,85524.64,1
1,28,22,2,2,1,4,1,0,62,28813.13,14483.5,0
1,0,109,2,1,1,4,0,3,69,91160.52,86887.83,0
1,24,83,2,0,1,2,18,3,67,72504.61,42305.83,0
1,0,19,2,0,3,3,14,0,45,4348.8,91560.42,0
